"","DtCaseOrDeathOrTest","Jurisdiction","MPctPos7Naat"
"36677",2022-11-26,"HALE","13.1%"
"36678",2022-11-27,"HALE","17.9%"
"36679",2022-11-28,"HALE","17.6%"
"36680",2022-11-29,"HALE","14.5%"
"36681",2022-11-30,"HALE","13.1%"
"36682",2022-12-01,"HALE","11.4%"
"36683",2022-12-02,"HALE","11.5%"
"36684",2022-12-03,"HALE","12.6%"
"36685",2022-12-04,"HALE","8.9%"
"36686",2022-12-05,"HALE","9.4%"
"36687",2022-12-06,"HALE","10.6%"
"36688",2022-12-07,"HALE","10%"
"36689",2022-12-08,"HALE","14%"
"36690",2022-12-09,"HALE","16.9%"
"36691",2022-12-10,"HALE","13.7%"
"36692",2022-12-11,"HALE","17%"
"36693",2022-12-12,"HALE","21.2%"
"36694",2022-12-13,"HALE","20.8%"
"36695",2022-12-14,"HALE","21.5%"
"36696",2022-12-15,"HALE","18.1%"
"36697",2022-12-16,"HALE","14.4%"
"36698",2022-12-17,"HALE","15.5%"
"36699",2022-12-18,"HALE","11.5%"
"36700",2022-12-19,"HALE","10.6%"
"36701",2022-12-20,"HALE","13.5%"
"36702",2022-12-21,"HALE","16.7%"
"36703",2022-12-22,"HALE","16.1%"
"36704",2022-12-23,"HALE","23.5%"
"36705",2022-12-24,"HALE","22.8%"
"36706",2022-12-25,"HALE","25.6%"
"36707",2022-12-26,"HALE","21.3%"
"36708",2022-12-27,"HALE","19.6%"
"36709",2022-12-28,"HALE","19.1%"
"36710",2022-12-29,"HALE","18.4%"
"36711",2022-12-30,"HALE","11%"
"36712",2022-12-31,"HALE","14.3%"
"36713",2023-01-01,"HALE","14.3%"
"36714",2023-01-02,"HALE","17%"
"36715",2023-01-03,"HALE","15.9%"
"36716",2023-01-04,"HALE","12.9%"
"36717",2023-01-05,"HALE","14.1%"
"36718",2023-01-06,"HALE","14.4%"
"36719",2023-01-07,"HALE","14.4%"
"36720",2023-01-08,"HALE","15.6%"
"36721",2023-01-09,"HALE","14.9%"
"36722",2023-01-10,"HALE","17.3%"
"36723",2023-01-11,"HALE","18.2%"
"36724",2023-01-12,"HALE","20.3%"
"36725",2023-01-13,"HALE","19.1%"
"36726",2023-01-14,"HALE","16.1%"
"36727",2023-01-15,"HALE","14.3%"
"36728",2023-01-16,"HALE","18.5%"
"36729",2023-01-17,"HALE","16.4%"
"36730",2020-01-01,"HENRY","0%"
"36731",2020-01-02,"HENRY","0%"
"36732",2020-01-03,"HENRY","0%"
"36733",2020-01-04,"HENRY","0%"
"36734",2020-01-05,"HENRY","0%"
"36735",2020-01-06,"HENRY","0%"
"36736",2020-01-07,"HENRY","0%"
"36737",2020-01-08,"HENRY","0%"
"36738",2020-01-09,"HENRY","0%"
"36739",2020-01-10,"HENRY","0%"
"36740",2020-01-11,"HENRY","0%"
"36741",2020-01-12,"HENRY","0%"
"36742",2020-01-13,"HENRY","0%"
"36743",2020-01-14,"HENRY","0%"
"36744",2020-01-15,"HENRY","0%"
"36745",2020-01-16,"HENRY","0%"
"36746",2020-01-17,"HENRY","0%"
"36747",2020-01-18,"HENRY","0%"
"36748",2020-01-19,"HENRY","0%"
"36749",2020-01-20,"HENRY","0%"
"36750",2020-01-21,"HENRY","0%"
"36751",2020-01-22,"HENRY","0%"
"36752",2020-01-23,"HENRY","0%"
"36753",2020-01-24,"HENRY","0%"
"36754",2020-01-25,"HENRY","0%"
"36755",2020-01-26,"HENRY","0%"
"36756",2020-01-27,"HENRY","0%"
"36757",2020-01-28,"HENRY","0%"
"36758",2020-01-29,"HENRY","0%"
"36759",2020-01-30,"HENRY","0%"
"36760",2020-01-31,"HENRY","0%"
"36761",2020-02-01,"HENRY","0%"
"36762",2020-02-02,"HENRY","0%"
"36763",2020-02-03,"HENRY","0%"
"36764",2020-02-04,"HENRY","0%"
"36765",2020-02-05,"HENRY","0%"
"36766",2020-02-06,"HENRY","0%"
"36767",2020-02-07,"HENRY","0%"
"36768",2020-02-08,"HENRY","0%"
"36769",2020-02-09,"HENRY","0%"
"36770",2020-02-10,"HENRY","0%"
"36771",2020-02-11,"HENRY","0%"
"36772",2020-02-12,"HENRY","0%"
"36773",2020-02-13,"HENRY","0%"
"36774",2020-02-14,"HENRY","0%"
"36775",2020-02-15,"HENRY","0%"
"36776",2020-02-16,"HENRY","0%"
"36777",2020-02-17,"HENRY","0%"
"36778",2020-02-18,"HENRY","0%"
"36779",2020-02-19,"HENRY","0%"
"36780",2020-02-20,"HENRY","0%"
"36781",2020-02-21,"HENRY","0%"
"36782",2020-02-22,"HENRY","0%"
"36783",2020-02-23,"HENRY","0%"
"36784",2020-02-24,"HENRY","0%"
"36785",2020-02-25,"HENRY","0%"
"36786",2020-02-26,"HENRY","0%"
"36787",2020-02-27,"HENRY","0%"
"36788",2020-02-28,"HENRY","0%"
"36789",2020-02-29,"HENRY","0%"
"36790",2020-03-01,"HENRY","0%"
"36791",2020-03-02,"HENRY","0%"
"36792",2020-03-03,"HENRY","0%"
"36793",2020-03-04,"HENRY","0%"
"36794",2020-03-05,"HENRY","0%"
"36795",2020-03-06,"HENRY","0%"
"36796",2020-03-07,"HENRY","0%"
"36797",2020-03-08,"HENRY","0%"
"36798",2020-03-09,"HENRY","0%"
"36799",2020-03-10,"HENRY","0%"
"36800",2020-03-11,"HENRY","0%"
"36801",2020-03-12,"HENRY","0%"
"36802",2020-03-13,"HENRY","0%"
"36803",2020-03-14,"HENRY","0%"
"36804",2020-03-15,"HENRY","0%"
"36805",2020-03-16,"HENRY","0%"
"36806",2020-03-17,"HENRY","0%"
"36807",2020-03-18,"HENRY","0%"
"36808",2020-03-19,"HENRY","0%"
"36809",2020-03-20,"HENRY","0%"
"36810",2020-03-21,"HENRY","0%"
"36811",2020-03-22,"HENRY","0%"
"36812",2020-03-23,"HENRY","0%"
"36813",2020-03-24,"HENRY","0%"
"36814",2020-03-25,"HENRY","9.1%"
"36815",2020-03-26,"HENRY","9.5%"
"36816",2020-03-27,"HENRY","8.3%"
"36817",2020-03-28,"HENRY","8.7%"
"36818",2020-03-29,"HENRY","9.5%"
"36819",2020-03-30,"HENRY","9.1%"
"36820",2020-03-31,"HENRY","9.1%"
"36821",2020-04-01,"HENRY","10.5%"
"36822",2020-04-02,"HENRY","14.3%"
"36823",2020-04-03,"HENRY","19%"
"36824",2020-04-04,"HENRY","19%"
"36825",2020-04-05,"HENRY","17.4%"
"36826",2020-04-06,"HENRY","18.9%"
"36827",2020-04-07,"HENRY","23.2%"
"36828",2020-04-08,"HENRY","19%"
"36829",2020-04-09,"HENRY","16.7%"
"36830",2020-04-10,"HENRY","18.7%"
"36831",2020-04-11,"HENRY","18.7%"
"36832",2020-04-12,"HENRY","19.2%"
"36833",2020-04-13,"HENRY","18.6%"
"36834",2020-04-14,"HENRY","11.5%"
"36835",2020-04-15,"HENRY","14.8%"
"36836",2020-04-16,"HENRY","14.6%"
"36837",2020-04-17,"HENRY","11.3%"
"36838",2020-04-18,"HENRY","11.3%"
"36839",2020-04-19,"HENRY","10.9%"
"36840",2020-04-20,"HENRY","10.9%"
"36841",2020-04-21,"HENRY","12.7%"
"36842",2020-04-22,"HENRY","16.1%"
"36843",2020-04-23,"HENRY","17%"
"36844",2020-04-24,"HENRY","20%"
"36845",2020-04-25,"HENRY","18.5%"
"36846",2020-04-26,"HENRY","21.5%"
"36847",2020-04-27,"HENRY","21.7%"
"36848",2020-04-28,"HENRY","19.7%"
"36849",2020-04-29,"HENRY","12.9%"
"36850",2020-04-30,"HENRY","16.7%"
"36851",2020-05-01,"HENRY","11.8%"
"36852",2020-05-02,"HENRY","13%"
"36853",2020-05-03,"HENRY","8.9%"
"36854",2020-05-04,"HENRY","7.4%"
"36855",2020-05-05,"HENRY","9.5%"
"36856",2020-05-06,"HENRY","11.6%"
"36857",2020-05-07,"HENRY","5.7%"
"36858",2020-05-08,"HENRY","11.8%"
"36859",2020-05-09,"HENRY","13.3%"
"36860",2020-05-10,"HENRY","13.2%"
"36861",2020-05-11,"HENRY","20%"
"36862",2020-05-12,"HENRY","16.8%"
"36863",2020-05-13,"HENRY","17.5%"
"36864",2020-05-14,"HENRY","19.4%"
"36865",2020-05-15,"HENRY","18.1%"
"36866",2020-05-16,"HENRY","21.5%"
"36867",2020-05-17,"HENRY","20.9%"
"36868",2020-05-18,"HENRY","19.3%"
"36869",2020-05-19,"HENRY","20.5%"
"36870",2020-05-20,"HENRY","14.8%"
"36871",2020-05-21,"HENRY","15.3%"
"36872",2020-05-22,"HENRY","14.9%"
"36873",2020-05-23,"HENRY","12.8%"
"36874",2020-05-24,"HENRY","14%"
"36875",2020-05-25,"HENRY","13.5%"
"36876",2020-05-26,"HENRY","13.9%"
"36877",2020-05-27,"HENRY","18.2%"
"36878",2020-05-28,"HENRY","18.5%"
"36879",2020-05-29,"HENRY","18.5%"
"36880",2020-05-30,"HENRY","17.7%"
"36881",2020-05-31,"HENRY","16.1%"
"36882",2020-06-01,"HENRY","14.7%"
"36883",2020-06-02,"HENRY","15.1%"
"36884",2020-06-03,"HENRY","13.5%"
"36885",2020-06-04,"HENRY","9.6%"
"36886",2020-06-05,"HENRY","9%"
"36887",2020-06-06,"HENRY","8.9%"
"36888",2020-06-07,"HENRY","8.7%"
"36889",2020-06-08,"HENRY","8.7%"
"36890",2020-06-09,"HENRY","8.1%"
"36891",2020-06-10,"HENRY","8.7%"
"36892",2020-06-11,"HENRY","11.3%"
"36893",2020-06-12,"HENRY","12.4%"
"36894",2020-06-13,"HENRY","12.7%"
"36895",2020-06-14,"HENRY","13.3%"
"36896",2020-06-15,"HENRY","15.3%"
"36897",2020-06-16,"HENRY","17.7%"
"36898",2020-06-17,"HENRY","19.2%"
"36899",2020-06-18,"HENRY","20%"
"36900",2020-06-19,"HENRY","20.5%"
"36901",2020-06-20,"HENRY","20%"
"36902",2020-06-21,"HENRY","20.9%"
"36903",2020-06-22,"HENRY","18.2%"
"36904",2020-06-23,"HENRY","18%"
"36905",2020-06-24,"HENRY","14%"
"36906",2020-06-25,"HENRY","12.4%"
"36907",2020-06-26,"HENRY","9.9%"
"36908",2020-06-27,"HENRY","9.4%"
"36909",2020-06-28,"HENRY","8.1%"
"36910",2020-06-29,"HENRY","9.7%"
"36911",2020-06-30,"HENRY","7.9%"
"36912",2020-07-01,"HENRY","10.1%"
"36913",2020-07-02,"HENRY","11.6%"
"36914",2020-07-03,"HENRY","13.2%"
"36915",2020-07-04,"HENRY","13.4%"
"36916",2020-07-05,"HENRY","15.7%"
"36917",2020-07-06,"HENRY","16.7%"
"36918",2020-07-07,"HENRY","21%"
"36919",2020-07-08,"HENRY","22.2%"
"36920",2020-07-09,"HENRY","23.3%"
"36921",2020-07-10,"HENRY","21.6%"
"36922",2020-07-11,"HENRY","21.8%"
"36923",2020-07-12,"HENRY","21%"
"36924",2020-07-13,"HENRY","25.1%"
"36925",2020-07-14,"HENRY","24.4%"
"36926",2020-07-15,"HENRY","22.5%"
"36927",2020-07-16,"HENRY","21.5%"
"36928",2020-07-17,"HENRY","19.8%"
"36929",2020-07-18,"HENRY","18.2%"
"36930",2020-07-19,"HENRY","17.1%"
"36931",2020-07-20,"HENRY","11.2%"
"36932",2020-07-21,"HENRY","11.6%"
"36933",2020-07-22,"HENRY","12.2%"
"36934",2020-07-23,"HENRY","11.8%"
"36935",2020-07-24,"HENRY","13.5%"
"36936",2020-07-25,"HENRY","14.2%"
"36937",2020-07-26,"HENRY","14.4%"
"36938",2020-07-27,"HENRY","14.6%"
"36939",2020-07-28,"HENRY","13.4%"
"36940",2020-07-29,"HENRY","14.1%"
"36941",2020-07-30,"HENRY","13.7%"
"36942",2020-07-31,"HENRY","11.2%"
"36943",2020-08-01,"HENRY","10.8%"
"36944",2020-08-02,"HENRY","11.9%"
"36945",2020-08-03,"HENRY","10.1%"
"36946",2020-08-04,"HENRY","12.9%"
"36947",2020-08-05,"HENRY","11.7%"
"36948",2020-08-06,"HENRY","10.8%"
"36949",2020-08-07,"HENRY","12%"
"36950",2020-08-08,"HENRY","11.9%"
"36951",2020-08-09,"HENRY","11.2%"
"36952",2020-08-10,"HENRY","11.4%"
"36953",2020-08-11,"HENRY","8.1%"
"36954",2020-08-12,"HENRY","8.8%"
"36955",2020-08-13,"HENRY","8.6%"
"36956",2020-08-14,"HENRY","8.4%"
"36957",2020-08-15,"HENRY","8.6%"
"36958",2020-08-16,"HENRY","8.5%"
"36959",2020-08-17,"HENRY","7.9%"
"36960",2020-08-18,"HENRY","7.1%"
"36961",2020-08-19,"HENRY","6.3%"
"36962",2020-08-20,"HENRY","6.5%"
"36963",2020-08-21,"HENRY","7.5%"
"36964",2020-08-22,"HENRY","8%"
"36965",2020-08-23,"HENRY","8.1%"
"36966",2020-08-24,"HENRY","7.2%"
"36967",2020-08-25,"HENRY","9.4%"
"36968",2020-08-26,"HENRY","8%"
"36969",2020-08-27,"HENRY","8.5%"
"36970",2020-08-28,"HENRY","7.9%"
"36971",2020-08-29,"HENRY","7.7%"
"36972",2020-08-30,"HENRY","8.4%"
"36973",2020-08-31,"HENRY","9.8%"
"36974",2020-09-01,"HENRY","7.4%"
